DATE,AWAY_TEAM,HOME_TEAM,AWAY_WT,HOME_WT
2024-10-22,NYK,BOS,0.010069444444444445,0.9791666666666666
2024-10-22,MIN,LAL,0.025694444444444443,0.9211805555555556
2024-10-23,IND,DET,0.25381944444444443,0.7142361111111111
2024-10-23,BRK,ATL,0.2517361111111111,0.6149305555555555
2024-10-23,ORL,MIA,0.6329861111111111,0.27118055555555554
2024-10-23,MIL,PHI,0.7430555555555556,0.18020833333333333
2024-10-23,CLE,TOR,0.7920138888888889,0.175
2024-10-23,CHO,HOU,0.11909722222222222,0.7496527777777777
2024-10-23,CHI,NOP,0.1232638888888889,0.7944444444444444
2024-10-23,MEM,UTA,0.8680555555555556,0.050347222222222224
2024-10-23,PHO,LAC,0.4216981132075472,0.48144654088050315
2024-10-23,GSW,POR,0.7326388888888888,0.23576388888888888
2024-10-24,BOS,WAS,0.790625,0.1388888888888889
2024-10-24,SAS,DAL,0.4197916666666667,0.4982638888888889
2024-10-24,MIN,SAC,0.18368055555555557,0.746875
2024-10-24,OKC,DEN,0.8225694444444445,0.15243055555555557
2024-10-25,BRK,ORL,0.09513888888888888,0.8069444444444445
2024-10-25,PHI,TOR,0.05416666666666667,0.9083333333333333
2024-10-25,CHO,ATL,0.0,0.9805555555555555
2024-10-25,DET,CLE,0.23159722222222223,0.715625
2024-10-25,IND,NYK,0.10972222222222222,0.8121527777777777
2024-10-25,MEM,HOU,0.41944444444444445,0.5194444444444445
2024-10-25,CHI,MIL,0.5305555555555556,0.4048611111111111
2024-10-25,GSW,UTA,0.8166666666666667,0.16354166666666667
2024-10-25,PHO,LAL,0.6229166666666667,0.30277777777777776
2024-10-25,NOP,POR,0.10104166666666667,0.8086805555555555
2024-10-26,LAC,DEN,0.5760416666666667,0.33194444444444443
2024-10-26,CLE,WAS,0.9461805555555556,0.004861111111111111
2024-10-26,BOS,DET,0.7666666666666667,0.13090277777777778
2024-10-26,MIA,CHO,0.8357638888888889,0.1
2024-10-26,ORL,MEM,0.0,0.9947916666666666
2024-10-26,TOR,MIN,0.0,0.9788194444444445
2024-10-26,OKC,CHI,0.9364583333333333,0.019444444444444445
2024-10-26,HOU,SAS,0.03298611111111111,0.9493055555555555
2024-10-26,DAL,PHO,0.0375,0.9197916666666667
2024-10-26,SAC,LAL,0.23923611111111112,0.7402777777777778
2024-10-27,PHI,IND,0.43742138364779876,0.42547169811320756
2024-10-27,NOP,POR,0.13159722222222223,0.8253472222222222
2024-10-27,MIL,BRK,0.146875,0.821875
2024-10-27,ATL,OKC,0.4739583333333333,0.5065972222222223
2024-10-27,LAC,GSW,0.7756944444444445,0.16701388888888888
2024-10-28,IND,ORL,0.3472222222222222,0.5659722222222222
2024-10-28,WAS,ATL,0.26319444444444445,0.7236111111111111
2024-10-28,MIL,BOS,0.4041666666666667,0.4638888888888889
2024-10-28,DEN,TOR,0.20849056603773586,0.7355345911949686
2024-10-28,DET,MIA,0.3076388888888889,0.6291666666666667
2024-10-28,CLE,NYK,0.4930555555555556,0.44513888888888886
2024-10-28,HOU,SAS,0.9892361111111111,0.0
2024-10-28,CHI,MEM,0.14201388888888888,0.8520833333333333
2024-10-28,UTA,DAL,0.017013888888888887,0.975
2024-10-28,POR,SAC,0.0,0.9729166666666667
2024-10-28,LAL,PHO,0.6336805555555556,0.31319444444444444
2024-10-29,DEN,BRK,0.1792452830188679,0.7339622641509433
2024-10-29,DAL,MIN,0.5930555555555556,0.3576388888888889
2024-10-29,SAC,UTA,0.9197916666666667,0.04027777777777778
2024-10-29,NOP,GSW,0.5333333333333333,0.4236111111111111
2024-10-30,DET,PHI,0.7392361111111111,0.24861111111111112
2024-10-30,ATL,WAS,0.46944444444444444,0.49375
2024-10-30,BOS,IND,0.012264150943396227,0.9147798742138364
2024-10-30,LAL,CLE,0.07222222222222222,0.9215277777777777
2024-10-30,TOR,CHO,0.08680555555555555,0.8628472222222222
2024-10-30,NYK,MIA,0.4534722222222222,0.48541666666666666
2024-10-30,ORL,CHI,0.7260416666666667,0.24965277777777778
2024-10-30,BRK,MEM,0.6899305555555556,0.22604166666666667
2024-10-30,SAS,OKC,0.03993055555555555,0.9100694444444445
2024-10-30,NOP,GSW,0.035069444444444445,0.9493055555555555
2024-10-30,POR,LAC,0.30486111111111114,0.6375
2024-10-31,MIL,MEM,0.026041666666666668,0.95
2024-10-31,HOU,DAL,0.9944444444444445,0.0
2024-10-31,SAS,UTA,0.5100694444444445,0.4482638888888889
2024-10-31,PHO,LAC,0.16597222222222222,0.7243055555555555
2024-11-01,BOS,CHO,0.8965277777777778,0.07361111111111111
2024-11-01,ORL,CLE,0.0,0.9892361111111111
2024-11-01,NYK,DET,0.9892361111111111,0.0
2024-11-01,SAC,ATL,0.9684027777777777,0.006944444444444444
2024-11-01,CHI,BRK,0.06944444444444445,0.859375
2024-11-01,LAL,TOR,0.9940972222222222,0.0
2024-11-01,IND,NOP,0.3861111111111111,0.5236111111111111
2024-11-01,DEN,MIN,0.31840277777777776,0.6211805555555555
2024-11-01,OKC,POR,0.9315972222222222,0.022569444444444444
2024-11-02,BOS,CHO,0.9548611111111112,0.02361111111111111
2024-11-02,MEM,PHI,0.6326388888888889,0.29305555555555557
2024-11-02,SAC,TOR,0.05566037735849057,0.8987421383647799
2024-11-02,GSW,HOU,0.9572327044025157,0.003459119496855346
2024-11-02,CLE,MIL,0.3451388888888889,0.5291666666666667
2024-11-02,MIN,SAS,0.23541666666666666,0.6506944444444445
2024-11-02,MIA,WAS,0.9888888888888889,0.0
2024-11-02,UTA,DEN,0.030208333333333334,0.9569444444444445
2024-11-02,POR,PHO,0.12083333333333333,0.825
2024-11-02,OKC,LAC,0.31354166666666666,0.6159722222222223
2024-11-03,DET,BRK,0.5461805555555556,0.39166666666666666
2024-11-03,ATL,NOP,0.8711805555555555,0.08715277777777777
2024-11-03,ORL,DAL,0.1607638888888889,0.8083333333333333
2024-11-04,MIL,CLE,0.1892361111111111,0.678125
2024-11-04,GSW,WAS,0.9864583333333333,0.0
2024-11-04,LAL,DET,0.036458333333333336,0.9420138888888889
2024-11-04,BOS,ATL,0.8920138888888889,0.05625
2024-11-04,MEM,BRK,0.46111111111111114,0.43159722222222224
2024-11-04,SAC,MIA,0.2625,0.6326388888888889
2024-11-04,UTA,CHI,0.9645833333333333,0.01423611111111111
2024-11-04,NYK,HOU,0.043055555555555555,0.9375
2024-11-04,CHO,MIN,0.15034722222222222,0.8086805555555555
2024-11-04,ORL,OKC,0.0,0.9934027777777777
2024-11-04,POR,NOP,0.18229166666666666,0.7861111111111111
2024-11-04,IND,DAL,0.8993055555555556,0.027083333333333334
2024-11-04,TOR,DEN,0.8413194444444444,0.11979166666666667
2024-11-04,PHI,PHO,0.44756944444444446,0.45416666666666666
2024-11-04,SAS,LAC,0.8010416666666667,0.159375
2024-11-06,DET,CHO,0.5125,0.33576388888888886
2024-11-06,ORL,IND,0.019791666666666666,0.946875
2024-11-06,NYK,ATL,0.15243055555555557,0.721875
2024-11-06,GSW,BOS,0.5190972222222222,0.4583333333333333
2024-11-06,SAS,HOU,0.0,0.9559027777777778
2024-11-06,LAL,MEM,0.0,0.9892361111111111
2024-11-06,CLE,NOP,0.5899305555555555,0.35833333333333334
2024-11-06,CHI,DAL,0.034375,0.9423611111111111
2024-11-06,OKC,DEN,0.7402777777777778,0.20868055555555556
2024-11-06,MIA,PHO,0.49756944444444445,0.37118055555555557
2024-11-06,PHI,LAC,0.24965277777777778,0.6770833333333334
2024-11-06,TOR,SAC,0.5277777777777778,0.3454861111111111
2024-11-07,MIN,CHI,0.15520833333333334,0.8024305555555555
2024-11-07,UTA,MIL,0.2954861111111111,0.6392361111111111
2024-11-07,POR,SAS,0.06076388888888889,0.8777777777777778
2024-11-08,IND,CHO,0.2222222222222222,0.7142361111111111
2024-11-08,ATL,DET,0.001388888888888889,0.98125
2024-11-08,NOP,ORL,0.0,0.9895833333333334
2024-11-08,BRK,BOS,0.7971698113207547,0.09905660377358491
2024-11-08,GSW,CLE,0.0,0.9916666666666667
2024-11-08,PHO,DAL,0.6180555555555556,0.23715277777777777
2024-11-08,MIL,NYK,0.0,0.9753472222222223
2024-11-08,WAS,MEM,0.025,0.9368055555555556
2024-11-08,HOU,OKC,0.08576388888888889,0.8253472222222222
2024-11-08,MIA,DEN,0.0,0.9690972222222223
2024-11-08,POR,MIN,0.0,0.9857638888888889
2024-11-08,PHI,LAL,0.009375,0.959375
2024-11-08,LAC,SAC,0.9208333333333333,0.05520833333333333
2024-11-09,UTA,SAS,0.6465277777777778,0.18263888888888888
2024-11-09,CHI,ATL,0.16805555555555557,0.8114583333333333
2024-11-09,BRK,CLE,0.4440972222222222,0.5107638888888889
2024-11-09,TOR,LAC,0.049305555555555554,0.9201388888888888
