DATE,AWAY_TEAM,HOME_TEAM,AWAY_WT,HOME_WT
10/22/24,NYK,BOS,0.010069444,0.979166667
10/22/24,MIN,LAL,0.025694444,0.921180556
10/23/24,IND,DET,0.253819444,0.714236111
10/23/24,BRK,ATL,0.251736111,0.614930556
10/23/24,ORL,MIA,0.632986111,0.271180556
10/23/24,MIL,PHI,0.743055556,0.180208333
10/23/24,CLE,TOR,0.792013889,0.175
10/23/24,CHO,HOU,0.119097222,0.749652778
10/23/24,CHI,NOP,0.123263889,0.794444444
10/23/24,MEM,UTA,0.868055556,0.050347222
10/23/24,PHO,LAC,0.421698113,0.481446541
10/23/24,GSW,POR,0.732638889,0.235763889
10/24/24,BOS,WAS,0.790625,0.138888889
10/24/24,SAS,DAL,0.419791667,0.498263889
10/24/24,MIN,SAC,0.183680556,0.746875
10/24/24,OKC,DEN,0.822569444,0.152430556
10/25/24,BRK,ORL,0.095138889,0.806944444
10/25/24,PHI,TOR,0.054166667,0.908333333
10/25/24,CHO,ATL,0,0.980555556
10/25/24,DET,CLE,0.231597222,0.715625
10/25/24,IND,NYK,0.109722222,0.812152778
10/25/24,MEM,HOU,0.419444444,0.519444444
10/25/24,CHI,MIL,0.530555556,0.404861111
10/25/24,GSW,UTA,0.816666667,0.163541667
10/25/24,PHO,LAL,0.622916667,0.302777778
10/25/24,NOP,POR,0.101041667,0.808680556
10/26/24,LAC,DEN,0.576041667,0.331944444
10/26/24,CLE,WAS,0.946180556,0.004861111
10/26/24,BOS,DET,0.766666667,0.130902778
10/26/24,MIA,CHO,0.835763889,0.1
10/26/24,ORL,MEM,0,0.994791667
10/26/24,TOR,MIN,0,0.978819444
10/26/24,OKC,CHI,0.936458333,0.019444444
10/26/24,HOU,SAS,0.032986111,0.949305556
10/26/24,DAL,PHO,0.0375,0.919791667
10/26/24,SAC,LAL,0.239236111,0.740277778
10/27/24,PHI,IND,0.437421384,0.425471698
10/27/24,NOP,POR,0.131597222,0.825347222
10/27/24,MIL,BRK,0.146875,0.821875
10/27/24,ATL,OKC,0.473958333,0.506597222
10/27/24,LAC,GSW,0.775694444,0.167013889
10/28/24,IND,ORL,0.347222222,0.565972222
10/28/24,WAS,ATL,0.263194444,0.723611111
10/28/24,MIL,BOS,0.404166667,0.463888889
10/28/24,DEN,TOR,0.208490566,0.735534591
10/28/24,DET,MIA,0.307638889,0.629166667
10/28/24,CLE,NYK,0.493055556,0.445138889
10/28/24,HOU,SAS,0.989236111,0
10/28/24,CHI,MEM,0.142013889,0.852083333
10/28/24,UTA,DAL,0.017013889,0.975
10/28/24,POR,SAC,0,0.972916667
10/28/24,LAL,PHO,0.633680556,0.313194444
10/29/24,DEN,BRK,0.179245283,0.733962264
10/29/24,DAL,MIN,0.593055556,0.357638889
10/29/24,SAC,UTA,0.919791667,0.040277778
10/29/24,NOP,GSW,0.533333333,0.423611111
10/30/24,DET,PHI,0.739236111,0.248611111
10/30/24,ATL,WAS,0.469444444,0.49375
10/30/24,BOS,IND,0.012264151,0.914779874
10/30/24,LAL,CLE,0.072222222,0.921527778
10/30/24,TOR,CHO,0.086805556,0.862847222
10/30/24,NYK,MIA,0.453472222,0.485416667
10/30/24,ORL,CHI,0.726041667,0.249652778
10/30/24,BRK,MEM,0.689930556,0.226041667
10/30/24,SAS,OKC,0.039930556,0.910069444
10/30/24,NOP,GSW,0.035069444,0.949305556
10/30/24,POR,LAC,0.304861111,0.6375
10/31/24,MIL,MEM,0.026041667,0.95
10/31/24,HOU,DAL,0.994444444,0
10/31/24,SAS,UTA,0.510069444,0.448263889
10/31/24,PHO,LAC,0.165972222,0.724305556
11/1/24,BOS,CHO,0.896527778,0.073611111
11/1/24,ORL,CLE,0,0.989236111
11/1/24,NYK,DET,0.989236111,0
11/1/24,SAC,ATL,0.968402778,0.006944444
11/1/24,CHI,BRK,0.069444444,0.859375
11/1/24,LAL,TOR,0.994097222,0
11/1/24,IND,NOP,0.386111111,0.523611111
11/1/24,DEN,MIN,0.318402778,0.621180556
11/1/24,OKC,POR,0.931597222,0.022569444
11/2/24,BOS,CHO,0.954861111,0.023611111
11/2/24,MEM,PHI,0.632638889,0.293055556
11/2/24,SAC,TOR,0.055660377,0.898742138
11/2/24,GSW,HOU,0.957232704,0.003459119
11/2/24,CLE,MIL,0.345138889,0.529166667
11/2/24,MIN,SAS,0.235416667,0.650694444
11/2/24,MIA,WAS,0.988888889,0
11/2/24,UTA,DEN,0.030208333,0.956944444
11/2/24,POR,PHO,0.120833333,0.825
11/2/24,OKC,LAC,0.313541667,0.615972222
11/3/24,DET,BRK,0.546180556,0.391666667
11/3/24,ATL,NOP,0.871180556,0.087152778
11/3/24,ORL,DAL,0.160763889,0.808333333
11/4/24,MIL,CLE,0.189236111,0.678125
11/4/24,GSW,WAS,0.986458333,0
11/4/24,LAL,DET,0.036458333,0.942013889
11/4/24,BOS,ATL,0.892013889,0.05625
11/4/24,MEM,BRK,0.461111111,0.431597222
11/4/24,SAC,MIA,0.2625,0.632638889
11/4/24,UTA,CHI,0.964583333,0.014236111
11/4/24,NYK,HOU,0.043055556,0.9375
11/4/24,CHO,MIN,0.150347222,0.808680556
11/4/24,ORL,OKC,0,0.993402778
11/4/24,POR,NOP,0.182291667,0.786111111
11/4/24,IND,DAL,0.899305556,0.027083333
11/4/24,TOR,DEN,0.841319444,0.119791667
11/4/24,PHI,PHO,0.447569444,0.454166667
11/4/24,SAS,LAC,0.801041667,0.159375
11/6/24,DET,CHO,0.5125,0.335763889
11/6/24,ORL,IND,0.019791667,0.946875
11/6/24,NYK,ATL,0.152430556,0.721875
11/6/24,GSW,BOS,0.519097222,0.458333333
11/6/24,SAS,HOU,0,0.955902778
11/6/24,LAL,MEM,0,0.989236111
11/6/24,CLE,NOP,0.589930556,0.358333333
11/6/24,CHI,DAL,0.034375,0.942361111
